ID,Language_ID,Parameter_ID,Value,Source,Comment
3152,lepc1244,GB409_4,0,Plaisier 2007:127-129,"Plaisier (2007:127) states the ablative -nun ~ -nu 'works quite differently than a classic ergative': it marks both A and agentive S, is optional and semantically conditioned. Not a proper ergative marker."
3153,lepc1244,GB409_5,0,Plaisier 2007:127-129,"Plaisier (2007:127) states the ablative -nun ~ -nu 'works quite differently than a classic ergative': it marks both A and agentive S, is optional and semantically conditioned. Not a proper ergative marker."
3154,lepc1244,GB409_6,1,Plaisier 2007:127-129,
3155,lepc1244,GB409_7,1,Plaisier 2007:127-129,
3156,lepc1244,GB409_8,1,Plaisier 2007:127-129,
3157,lepc1244,GB409_9,1,Plaisier 2007:127-129,
3158,lepc1244,GB409_10,1,Plaisier 2007:127-129,
3159,lepc1244,GB409_11,1,Plaisier 2007:127-129,
3160,lepc1244,GB409_12,1,Plaisier 2007:127-129,
3161,lepc1244,GB409_13,1,Plaisier 2007:127-129,
3162,lepc1244,GB409_14,1,Plaisier 2007:127-129,
3163,lepc1244,GB409_15,1,Plaisier 2007:127-129,
3164,lepc1244,GB409_16,1,Plaisier 2007:127-129,
3165,lepc1244,GB409_17,1,Plaisier 2007:127-129,
3166,lepc1244,GB409_18,1,Plaisier 2007:127-129,
3167,lepc1244,GB409_19,1,,
3168,lepc1244,GB409_20,1,Plaisier 2007:127-129,
3169,lepc1244,GB409_21,1,Plaisier 2007:127-129,
3170,lepc1244,GB409_22,1,Plaisier 2007:127-129,"There is marking of A in a construction with a transitive verb wtih two animate arguments (one agent, one patient), which, if compared to a prototypical intranstivie construction, creates an ergative-absolutive alignment. However, there is marking of the agent regardless of the transitivity of the verb, i.e. there is marking of A and S (when it is more prototypically agentive); in this case, it would not form an ergative-absolutive alignment."
3171,lepc1244,GB409_23,0,,
3172,lepc1244,GB409_24,1,Plaisier 2007:127-129,
3173,lezg1247,GB409_1,0,Haspelmath 1993:74,
3174,lezg1247,GB409_2,1,Haspelmath 1993:7,Example 8
3175,lezg1247,GB409_3,1,Haspelmath 1993:13,§ 1.3.5.1(ii)
3176,lezg1247,GB409_4,1,Haspelmath 1993:14,
3177,lezg1247,GB409_5,1,Haspelmath 1993:6,Example 2b
3178,lezg1247,GB409_6,1,Haspelmath 1993:94,Example 185c
3179,lezg1247,GB409_7,1,Haspelmath 1993:6,Example 2b
3180,lezg1247,GB409_8,1,Haspelmath 1993:6,Example 2b
3181,lezg1247,GB409_9,1,Haspelmath 1993:7,Example 8
3182,lezg1247,GB409_10,1,Haspelmath 1993:6,Example 2b
3183,lezg1247,GB409_11,1,Haspelmath 1993:88,Example 163a
3184,lezg1247,GB409_12,1,Haspelmath 1993:6,Example 2b
3185,lezg1247,GB409_13,1,Haspelmath 1993:7,Example 8
3186,lezg1247,GB409_14,1,Haspelmath 1993:6,Example 2b
3187,lezg1247,GB409_15,1,Haspelmath 1993:115,Example 270b
3188,lezg1247,GB409_16,1,,
3189,lezg1247,GB409_17,1,,
3190,lezg1247,GB409_18,1,Haspelmath 1993:6,Example 2b
3191,lezg1247,GB409_19,1,Haspelmath 1993:7,Example 8
3192,lezg1247,GB409_20,1,Haspelmath 1993:6,Example 2b
3193,lezg1247,GB409_21,1,Haspelmath 1993:6,Example 5b
3194,lezg1247,GB409_22,0,Haspelmath 1993:74,
3195,lezg1247,GB409_23,0,Haspelmath 1993:74,
3196,lezg1247,GB409_24,0,Haspelmath 1993:84,It seems this is now obsolete and the instrumental case is expressed by another morpheme.
3197,limb1266,GB409_1,1,Van Driem 1987:34,Only when the NP is definite.
3198,limb1266,GB409_2,0,Van Driem 1987:26,
3199,limb1266,GB409_3,0,Van Driem 1987:26,
3200,limb1266,GB409_4,0,Van Driem 1987:26,
3201,limb1266,GB409_5,1,Van Driem 1987:40,"Example ""The bull messed up the clay""."
3202,limb1266,GB409_6,1,Van Driem 1987:39,"Example ""The goat is eating""."
3203,limb1266,GB409_7,1,Van Driem 1987:40,"Example ""The bull messed up the clay""."
3204,limb1266,GB409_8,1,Van Driem 1987:40,"Example ""The bull messed up the clay""."
3205,limb1266,GB409_9,1,Direm 1987:40,"Example ""The chickens'll eat it""."
3206,limb1266,GB409_10,1,Van Driem 1987:40,"Example ""The bull messed up the clay""."
3207,limb1266,GB409_11,1,Van Driem 1987:37,Example 36
3208,limb1266,GB409_12,1,Van Driem 1987:40,"Example ""The bull messed up the clay""."
3209,limb1266,GB409_13,1,Direm 1987:40,"Example ""The chickens'll eat it""."
3210,limb1266,GB409_14,1,Van Driem 1987:40,"Example ""The bull messed up the clay""."
3211,limb1266,GB409_15,1,Van Driem 1987:40,"Example ""The cold has got to me""."
3212,limb1266,GB409_16,1,,
3213,limb1266,GB409_17,1,,
3214,limb1266,GB409_18,1,Van Driem 1987:40,"Example ""The bull messed up the clay""."
3215,limb1266,GB409_19,1,Van Driem 1987:40,"Example ""The clothes suited you""."
3216,limb1266,GB409_20,1,Van Driem 1987:40,"Example ""The bull messed up the clay""."
3217,limb1266,GB409_21,1,Van Driem 1987:40,"Example ""So when the man saw it […]"""
3218,limb1266,GB409_22,0,,
3219,limb1266,GB409_23,0,,
3220,limb1266,GB409_24,0,,
3221,lipo1242,GB409_1,1,Yu 2007:178,It is optionally marked.
3222,lipo1242,GB409_2,1,Yu 2007:178,
3223,lipo1242,GB409_3,1,Yu 2007:178,
3224,lipo1242,GB409_4,1,Yu 2007:178,
3225,lipo1242,GB409_5,1,Yu 2007:178,
3226,lipo1242,GB409_6,1,Yu 2007:178,
3227,lipo1242,GB409_7,1,Yu 2007:178,
3228,lipo1242,GB409_8,1,Yu 2007:178,
3229,lipo1242,GB409_9,1,Yu 2007:178,
3230,lipo1242,GB409_10,1,Yu 2007:178,
3231,lipo1242,GB409_11,1,Yu 2007:178,
3232,lipo1242,GB409_12,1,Yu 2007:178,
3233,lipo1242,GB409_13,1,Yu 2007:178,
3234,lipo1242,GB409_14,1,Yu 2007:178,
3235,lipo1242,GB409_15,1,Yu 2007:178,
3236,lipo1242,GB409_16,1,Yu 2007:178,
3237,lipo1242,GB409_17,1,Yu 2007:178,
3238,lipo1242,GB409_18,1,Yu 2007:178,
3239,lipo1242,GB409_19,1,Yu 2007:178,
3240,lipo1242,GB409_20,1,Yu 2007:178,
3241,lipo1242,GB409_21,1,Yu 2007:178,
3242,lipo1242,GB409_22,0,,
3243,lipo1242,GB409_23,0,,
3244,lipo1242,GB409_24,0,,
3245,lisu1250,GB409_1,1,"Yu 2007: 82, 177, 178",Case marking for agent-like (le) and object-like (tɛ) NPs are optional
3246,lisu1250,GB409_2,1,"Yu 2007: 82, 187","Copulative clause described as intransitive: ""ŋa tɛ katɕhi ʂʅ o"" - I am really happy"
3247,lisu1250,GB409_3,1,,No examples or descriptions of ergative alignment with second person pronouns were found
3248,lisu1250,GB409_4,1,,No examples or descriptions of ergative alignment with third person pronouns were found
3249,lisu1250,GB409_5,1,Yu 2007: 82,"Copulative clause described as intransitive: ""ja ʐa tɛ na tia ma"" - His/her grandmother is ill"
3250,lisu1250,GB409_6,1,Yu 2007: 82,"Copulative clause described as intransitive: ""ja ʐa tɛ na tia ma"" - His/her grandmother is ill (durative: tia)"
3251,lisu1250,GB409_7,1,Yu 2007: 82,"Copulative clause described as intransitive: ""ŋa tɛ katɕhi ʂʅ o"" - I am really happy"
3252,lisu1250,GB409_8,?,,No examples or descriptions of ergative alignment of flagging in the past tense were found
3253,lisu1250,GB409_9,1,Yu 2007: 82,"Copulative clause described as intransitive: ""ŋa tɛ katɕhi ʂʅ o"" - I am really happy"
3254,lisu1250,GB409_10,1,Yu 2007: 82,"Copulative clause described as intransitive: ""ŋa tɛ katɕhi ʂʅ o"" - I am really happy"
3255,lisu1250,GB409_11,?,,No examples or descriptions of ergative alignment of flagging in non-indicative moods were found
3256,lisu1250,GB409_12,1,Yu 2007: 82,"Copulative clause described as intransitive: ""ŋa tɛ katɕhi ʂʅ o"" - I am really happy"
3257,lisu1250,GB409_13,?,,No examples or descriptions of ergative alignment of flagging in irrealis status were found
3258,lisu1250,GB409_14,0,"Yu 2007: 177, 178","""Agent or subject marker le follows a noun or a noun phrase which is the agent-like subject, i.e. it marks the agentive subject """
3259,lisu1250,GB409_15,1,"Yu 2007: 177, 178","""Object or patient marker tɛ also follows a noun or noun phrase which is the object or the patient-like subject"""
3260,lisu1250,GB409_16,1,"Yu 2007: 82, 83","""ŋa nu ma le ŋa tɛ ti la o"" - My mother has beaten me"
3261,lisu1250,GB409_17,0,"Yu 2007: 82, 83","""ŋa tɛ ŋa nu ma le ti la o"" - I was beaten by my mother"
3262,lisu1250,GB409_18,1,"Yu 2007: 82, 178","Copulative clause described as intransitive: ""ŋa tɛ katɕhi ʂʅ o"" - I am really happy"
3263,lisu1250,GB409_19,0,Yu 2007: 82,"""A can be marked by le while O can be marked by tɛ  when it is animate..."""
3264,lisu1250,GB409_20,1,Yu 2007: 82,"Copulative clause described as intransitive: ""ŋa tɛ katɕhi ʂʅ o"" - I am really happy"
3265,lisu1250,GB409_21,?,,No examples or descriptions of ergative alignment of flagging in non-main clauses were found
3266,lisu1250,GB409_22,?,,No examples or descriptions of ergative alignment by other factors were found
3267,lisu1250,GB409_23,0,"Yu 2007: 177, 178",There's a specialized genitive marker (gɯ)
3268,lisu1250,GB409_24,0,"Yu 2007: 174, 177",There's an instrumental nominalizer (-du)
3269,lush1249,GB409_1,0,Chhangte 1986:158-159,
3270,lush1249,GB409_2,1,Chhangte 1986:158-159,
3271,lush1249,GB409_3,1,Chhangte 1986:158-159,
3272,lush1249,GB409_4,1,Chhangte 1986:158-159,
3273,lush1249,GB409_5,1,Chhangte 1986:158-159,
3274,lush1249,GB409_6,1,Chhangte 1986:158-159,
3275,lush1249,GB409_7,1,Chhangte 1986:158-159,
3276,lush1249,GB409_8,1,Chhangte 1986:158-159,
3277,lush1249,GB409_9,1,Chhangte 1986:158-159,
3278,lush1249,GB409_10,1,Chhangte 1986:158-159,
3279,lush1249,GB409_11,1,Chhangte 1986:158-159,
3280,lush1249,GB409_12,1,Chhangte 1986:158-159,
3281,lush1249,GB409_13,1,Chhangte 1986:158-159,
3282,lush1249,GB409_14,1,Chhangte 1986:158-159,
3283,lush1249,GB409_15,1,Chhangte 1986:158-159,
3284,lush1249,GB409_16,1,Chhangte 1986:158-159,
3285,lush1249,GB409_17,1,Chhangte 1986:158-159,
3286,lush1249,GB409_18,1,Chhangte 1986:158-159,
3287,lush1249,GB409_19,1,Chhangte 1986:158-159,
3288,lush1249,GB409_20,1,Chhangte 1986:158-159,
3289,lush1249,GB409_21,1,Chhangte 1986:158-159,
3290,lush1249,GB409_22,0,,
3291,lush1249,GB409_23,0,,
3292,lush1249,GB409_24,0,,
3293,macu1259,GB409_1,0,,
3294,macu1259,GB409_2,1,Carson 1982:80,
3295,macu1259,GB409_3,1,Carson 1982:80,
3296,macu1259,GB409_4,1,Carson 1982:80,
3297,macu1259,GB409_5,1,Carson 1982:79,
3298,macu1259,GB409_6,1,Carson 1982:79,
3299,macu1259,GB409_7,1,Carson 1982:79,
3300,macu1259,GB409_8,1,Carson 1982:79,
3301,macu1259,GB409_9,1,Carson 1982:79,
3302,macu1259,GB409_10,1,Carson 1982:79,
3303,macu1259,GB409_11,1,Carson 1982:79,
3304,macu1259,GB409_12,1,Carson 1982:79,
3305,macu1259,GB409_13,1,Carson 1982:79,
3306,macu1259,GB409_14,1,Carson 1982:79,
3307,macu1259,GB409_15,1,Carson 1982:79,
3308,macu1259,GB409_16,1,Carson 1982:79,
3309,macu1259,GB409_17,1,Carson 1982:79,
3310,macu1259,GB409_18,1,Carson 1982:79,
3311,macu1259,GB409_19,1,Carson 1982:79,
3312,macu1259,GB409_20,1,Carson 1982:79,
3313,macu1259,GB409_21,1,Carson 1982:79,
3314,macu1259,GB409_22,0,,
3315,macu1259,GB409_23,0,,
3316,macu1259,GB409_24,0,,
3317,madn1237,GB409_1,0,Zandvoort 1999:42-43,Example 23
3318,madn1237,GB409_2,?,,
3319,madn1237,GB409_3,?,,
3320,madn1237,GB409_4,?,,
3321,madn1237,GB409_5,1,Zandvoort 1999:42-43,Example 23
3322,madn1237,GB409_6,?,,
3323,madn1237,GB409_7,1,Zandvoort 1999:42-43,Example 23
3324,madn1237,GB409_8,1,Zandvoort 1999:42-43,Example 23
3325,madn1237,GB409_9,?,,
3326,madn1237,GB409_10,1,Zandvoort 1999:42-43,Example 23
3327,madn1237,GB409_11,?,,
3328,madn1237,GB409_12,1,Zandvoort 1999:42-43,Example 23
3329,madn1237,GB409_13,?,,
3330,madn1237,GB409_14,1,Zandvoort 1999:42-43,Example 23
3331,madn1237,GB409_15,?,,
3332,madn1237,GB409_16,?,,
3333,madn1237,GB409_17,?,,
3334,madn1237,GB409_18,1,Zandvoort 1999:42-43,Example 23
3335,madn1237,GB409_19,1,Zandvoort 1999:42-43,Example 23
3336,madn1237,GB409_20,1,Zandvoort 1999:42-43,Example 23
3337,madn1237,GB409_21,?,,
3338,madn1237,GB409_22,0,,
3339,madn1237,GB409_23,0,,
3340,madn1237,GB409_24,1,1,Zandvoort 1999:42
3341,maga1263,GB409_1,1,Kitano & Pangilinan 2003:172-174,"Only pronouns are marked, so there is a different set of pronouns for ergative and another one for absolutive."
3342,maga1263,GB409_2,1,Kitano & Pangilinan 2003:172-174,"There is a set of possible forms for the absolutive first person pronoun, and one of them overlaps with one of the two ergative forms for the first person"
3343,maga1263,GB409_3,1,Kitano & Pangilinan 2003:172-174,
3344,maga1263,GB409_4,1,Kitano & Pangilinan 2003:172-174,
3345,maga1263,GB409_5,0,Kitano & Pangilinan 2003:219,Example 174
3346,maga1263,GB409_6,1,Kitano & Pangilinan 2003:214,Example 144
3347,maga1263,GB409_7,1,Kitano & Pangilinan 2003:174,Example 6
3348,maga1263,GB409_8,1,Kitano & Pangilinan 2003:179,Example 18
3349,maga1263,GB409_9,1,Kitano & Pangilinan 2003:174,Example 6
3350,maga1263,GB409_10,1,Kitano & Pangilinan 2003:174,Example 6
3351,maga1263,GB409_11,1,Kitano & Pangilinan 2003:213,Example 140
3352,maga1263,GB409_12,1,Kitano & Pangilinan 2003:174,Example 6
3353,maga1263,GB409_13,1,Kitano & Pangilinan 2003:211,Example 132
3354,maga1263,GB409_14,1,Kitano & Pangilinan 2003:211,Example 128
3355,maga1263,GB409_15,1,Kitano & Pangilinan 2003:174,Example 6
3356,maga1263,GB409_16,?,,
3357,maga1263,GB409_17,1,Kitano & Pangilinan 2003:174,Example 6
3358,maga1263,GB409_18,1,Kitano & Pangilinan 2003:174,Example 6
3359,maga1263,GB409_19,1,Kitano & Pangilinan 2003:211,Example 132
3360,maga1263,GB409_20,1,Kitano & Pangilinan 2003:174,Example 6
3361,maga1263,GB409_21,?,,
3362,maga1263,GB409_22,0,,
3363,maga1263,GB409_23,1,Kitano & Pangilinan 2003:172,
3364,maga1263,GB409_24,0,,
3365,mail1248,GB409_1,0,Thomson 1975:610,
3366,mail1248,GB409_2,1,Thomson 1975:610,
3367,mail1248,GB409_3,1,Thomson 1975:610,
3368,mail1248,GB409_4,1,Thomson 1975:610,
3369,mail1248,GB409_5,1,Thomson 1975:610,
3370,mail1248,GB409_6,1,Thomson 1975:610,
3371,mail1248,GB409_7,1,Thomson 1975:610,
3372,mail1248,GB409_8,1,Thomson 1975:610,
3373,mail1248,GB409_9,1,Thomson 1975:610,
3374,mail1248,GB409_10,1,Thomson 1975:610,
3375,mail1248,GB409_11,1,Thomson 1975:610,
3376,mail1248,GB409_12,1,Thomson 1975:610,
3377,mail1248,GB409_13,1,Thomson 1975:610,
3378,mail1248,GB409_14,1,Thomson 1975:610,
3379,mail1248,GB409_15,1,Thomson 1975:610,
3380,mail1248,GB409_16,1,Thomson 1975:610,
3381,mail1248,GB409_17,1,Thomson 1975:610,
3382,mail1248,GB409_18,1,Thomson 1975:610,
3383,mail1248,GB409_19,1,Thomson 1975:610,
3384,mail1248,GB409_20,1,Thomson 1975:610,
3385,mail1248,GB409_21,1,Thomson 1975:610,
3386,mail1248,GB409_22,0,,
3387,mail1248,GB409_23,0,,
3388,mail1248,GB409_24,0,,
3389,mais1250,GB409_1,1,"Frampton 2020:12,37",
3390,mais1250,GB409_2,1,Frampton 2020:59-60,
3391,mais1250,GB409_3,1,Frampton 2020:59,
3392,mais1250,GB409_4,1,Frampton 2020:42,
3393,mais1250,GB409_5,1,"Frampton 2020:56,59",
3394,mais1250,GB409_6,1,"Frampton 2020:12,37,59-60",
3395,mais1250,GB409_7,1,"Frampton 2020:12,37,59-60",
3396,mais1250,GB409_8,1,"Frampton 2020:12,37,59-60",
3397,mais1250,GB409_9,1,"Frampton 2020:12,37,59-60",
3398,mais1250,GB409_10,1,"Frampton 2020:12,37,59-60",
3399,mais1250,GB409_11,1,Frampton 2020:59,
3400,mais1250,GB409_12,1,"Frampton 2020:12,37,59-60",
3401,mais1250,GB409_13,1,"Frampton 2020:12,37,59-60",
3402,mais1250,GB409_14,1,"Frampton 2020:12,37,59-60",
3403,mais1250,GB409_15,1,Frampton 2020:59,
3404,mais1250,GB409_16,1,"Frampton 2020:12, 37, 59-60",The morpheme =na marks a topicalised S/P; the morpheme =en marks the agent of a topicalised A or the agent in general
3405,mais1250,GB409_17,1,"Frampton 2020:12, 37, 59-60",The morpheme =na marks a topicalised S/P; the morpheme =en marks the agent of a topicalised A or the agent in general
3406,mais1250,GB409_18,1,Frampton 2020:59,
3407,mais1250,GB409_19,1,Frampton 2020:59,
3408,mais1250,GB409_20,1,"Frampton 2020:12,37,59-60",
3409,mais1250,GB409_21,1,"Frampton 2020:14,56",
3410,mais1250,GB409_22,0,Frampton 2020:59,
3411,mais1250,GB409_23,0,"Frampton 2020:35,59",
3412,mais1250,GB409_24,1,Frampton 2020:59-60,"Only valid for the =en morpheme, the marker of A."
3413,mana1288,GB409_1,0,Hildebrandt 2004:67,
3414,mana1288,GB409_2,1,,
3415,mana1288,GB409_3,1,,
3416,mana1288,GB409_4,1,,
3417,mana1288,GB409_5,1,,
3418,mana1288,GB409_6,1,Hildebrandt 2004:67-68,
3419,mana1288,GB409_7,1,Hildebrandt 2004:67,
3420,mana1288,GB409_8,1,,
3421,mana1288,GB409_9,0,Hildebrandt 2004:68,
3422,mana1288,GB409_10,1,,
3423,mana1288,GB409_11,0,Hildebrandt 2004:69-70,
3424,mana1288,GB409_12,1,,
3425,mana1288,GB409_13,0,Hildebrandt 2004:68,
3426,mana1288,GB409_14,1,,
3427,mana1288,GB409_15,1,,
3428,mana1288,GB409_16,1,,
3429,mana1288,GB409_17,1,,
3430,mana1288,GB409_18,1,,
3431,mana1288,GB409_19,1,,
3432,mana1288,GB409_20,1,,
3433,mana1288,GB409_21,1,,
3434,mana1288,GB409_22,0,,
3435,mana1288,GB409_23,0,,
3436,mana1288,GB409_24,1,Hildebrandt 2004:66,
3437,mang1381,GB409_1,0,Merlan 1989:57,This is only valid for neuter nouns
3438,mang1381,GB409_2,0,Merlan 1989:xii,
3439,mang1381,GB409_3,0,Merlan 1989:xii,
3440,mang1381,GB409_4,0,Merlan 1989:xii,
3441,mang1381,GB409_5,1,Merlan 1989:56-57,"Only neuter nouns have ergative alignment; however, optionally S can have the same mark as A, making the system nominative-accusative"
3442,mang1381,GB409_6,1,,
3443,mang1381,GB409_7,1,,
3444,mang1381,GB409_8,1,,
3445,mang1381,GB409_9,1,,
3446,mang1381,GB409_10,1,,
3447,mang1381,GB409_11,1,,
3448,mang1381,GB409_12,1,,
3449,mang1381,GB409_13,1,,
3450,mang1381,GB409_14,1,,
3451,mang1381,GB409_15,1,,
3452,mang1381,GB409_16,1,,
3453,mang1381,GB409_17,1,,
3454,mang1381,GB409_18,0,Merlan 1989:58,The neuter class of nouns groups all inanimate-like entities.
3455,mang1381,GB409_19,1,Merlan 1989:58,The neuter class of nouns groups all inanimate-like entities.
3456,mang1381,GB409_20,1,,
3457,mang1381,GB409_21,1,,
3458,mang1381,GB409_22,0,,
3459,mang1381,GB409_23,0,,
3460,mang1381,GB409_24,1,Merlan 1989:57,
3461,mang1405,GB409_1,0,,
3462,mang1405,GB409_2,0,Semiun 1993:2-3,
3463,mang1405,GB409_3,0,Semiun 1993:2-3,
3464,mang1405,GB409_4,0,Semiun 1993:2-3,
3465,mang1405,GB409_5,1,Semiun 1993:2-3,
3466,mang1405,GB409_6,1,,
3467,mang1405,GB409_7,1,Semiun 1993:39,
3468,mang1405,GB409_8,1,Semiun 1993:54,Example 190
3469,mang1405,GB409_9,1,Semiun 1993:39,Example 135
3470,mang1405,GB409_10,1,Semiun 1993:2-3,
3471,mang1405,GB409_11,1,Semiun 1993:25,Example 83
3472,mang1405,GB409_12,1,Semiun 1993:2-3,
3473,mang1405,GB409_13,1,Semiun 1993:25,Example 83
3474,mang1405,GB409_14,1,Semiun 1993:2-3,
3475,mang1405,GB409_15,1,Semiun 1993:56,"Example 192; although it is marked by the morpheme ""de"", and not ""le"", as has been the case for the rest of these."
3476,mang1405,GB409_16,1,,
3477,mang1405,GB409_17,1,,
3478,mang1405,GB409_18,1,Semiun 1993:25,Example 83
3479,mang1405,GB409_19,?,,
3480,mang1405,GB409_20,1,Semiun 1993:2-3,
3481,mang1405,GB409_21,1,Semiun 1993:2-3,
3482,mang1405,GB409_22,1,Semiun 1993:2-3,"It seems to be motivated by a passive construction, rather than true agent marking, as it competes with a parallel nominatve-accusative construction."
3483,mang1405,GB409_23,0,,
3484,mang1405,GB409_24,1,Semiun 1993:6,
3485,maor1246,GB409_1,0,Harlow 2007:26-28,"The patient in the contexts mentioned (1-7) is always marked as ""nominative"", and thus with a zero morpheme."
3486,maor1246,GB409_2,1,Harlow 2007:119,"Example ""So this is the man on account of whom we have come""."
3487,maor1246,GB409_3,?,,
3488,maor1246,GB409_4,?,,
3489,maor1246,GB409_5,1,Harlow 2007:26-28,Examples from all contexts (1-7)
3490,maor1246,GB409_6,1,Harlow 2007:105,"Example ""Hēmi’s being killed by the enemy"""
3491,maor1246,GB409_7,1,Harlow 2007:26-28,Examples from all contexts (1-7)
3492,maor1246,GB409_8,1,Harlow 2007:26-28,Examples from all contexts (1-7)
3493,maor1246,GB409_9,?,,
3494,maor1246,GB409_10,1,Harlow 2007:26-28,Examples from mosts contexts (1-7)
3495,maor1246,GB409_11,1,Harlow 2007:26-28,Example from context (6)
3496,maor1246,GB409_12,1,Harlow 2007:26-28,Examples from mosts contexts (1-7)
3497,maor1246,GB409_13,1,Harlow 2007:26-28,Example from context (1)
3498,maor1246,GB409_14,1,Harlow 2007:26-28,Examples from mosts contexts (1-7)
3499,maor1246,GB409_15,?,,
3500,maor1246,GB409_16,1,Harlow 2007:26-28,Example from context (3)
3501,maor1246,GB409_17,1,Harlow 2007:26-28,Examples from mosts contexts (1-7)
3502,maor1246,GB409_18,1,Harlow 2007:26-28,Examples from all contexts (1-7)
3503,maor1246,GB409_19,?,,
3504,maor1246,GB409_20,1,Harlow 2007:26-28,Examples from all contexts (1-7)
3505,maor1246,GB409_21,1,Harlow 2007:119,"Example ""So this is the man on account of whom we have come""."
3506,maor1246,GB409_22,1,Harlow 2007:26-28,"There are seven contexts where Maori has ergative alingment in its marking: ""weak imperatives"", ""clefting with 'he mea'"", ""actor emphatic"", ""neuter verbs"" (aka statives), marking of subject in nominalizations, the question ""Ko wai e?"" and passive or ""transitive 2"" constructions."
3507,maor1246,GB409_23,1,Harlow 2007:27,"Context (3): ""Actor Emphasis""."
3508,maor1246,GB409_24,0,,
3509,mara1378,GB409_1,0,Dhongde & Wali 2009:183-184,Animate P gets marked with the dative case.
3510,mara1378,GB409_2,0,"Dhongde & Wali 2009:48, 182-183","First person pronouns ""act"" as if they were marked for ergativity, but they have the same form in the transitive and intransitive constructions. Also, there is a question as to what is the ""ERG"" form in p. 48."
3511,mara1378,GB409_3,0,"Dhongde & Wali 2009:48, 182-183","Second person pronouns ""act"" as if they were marked for ergativity, but they have the same form in the transitive and intransitive constructions. Also, there is a question as to what is the ""ERG"" form in p. 48."
3512,mara1378,GB409_4,1,Dhongde & Wali 2009:49-50,
3513,mara1378,GB409_5,1,Dhongde & Wali 2009:181,Examples (9-10)
3514,mara1378,GB409_6,0,Dhongde & Wali 2009:180-181,Examples (5-8)
3515,mara1378,GB409_7,1,Dhongde & Wali 2009:181,"Examples (9-10), except when P is animate, as in (12)."
3516,mara1378,GB409_8,1,Dhongde & Wali 2009:181,"Examples (9-10), except when P is animate, as in (12)."
3517,mara1378,GB409_9,0,Dhongde & Wali 2009:180-181,Examples (5-8)
3518,mara1378,GB409_10,1,Dhongde & Wali 2009:181,"Examples (9-10), except when P is animate, as in (12)."
3519,mara1378,GB409_11,?,,
3520,mara1378,GB409_12,1,Dhongde & Wali 2009:181,"Examples (9-10), except when P is animate, as in (12)."
3521,mara1378,GB409_13,1,Dhongde & Wali 2009:181-182,"Examples (13-14), except when P is animate, as in (15)."
3522,mara1378,GB409_14,1,Dhongde & Wali 2009:181,"Examples (9-10), except when P is animate, as in (12)."
3523,mara1378,GB409_15,?,,
3524,mara1378,GB409_16,1,,
3525,mara1378,GB409_17,1,,
3526,mara1378,GB409_18,1,Dhongde & Wali 2009:181,"Examples (9-10), except when P is animate, as in (12)."
3527,mara1378,GB409_19,1,Dhongde & Wali 2009:183-184,"A gets flagged, but verb is intransitive."
3528,mara1378,GB409_20,1,Dhongde & Wali 2009:181,"Examples (9-10), except when P is animate, as in (12)."
3529,mara1378,GB409_21,?,,
3530,mara1378,GB409_22,0,,
3531,mara1378,GB409_23,0,,
3532,mara1378,GB409_24,1,,
3533,marg1253,GB409_1,0,Breen 1981:306,
3534,marg1253,GB409_2,0,Breen 1981:307,
3535,marg1253,GB409_3,0,Breen 1981:307,
3536,marg1253,GB409_4,0,Breen 1981:307,
3537,marg1253,GB409_5,1,Breen 1981:307,
3538,marg1253,GB409_6,1,Breen 1981:316,Example 60
3539,marg1253,GB409_7,1,Breen 1981:307,Example 10M
3540,marg1253,GB409_8,1,Breen 1981:307,Example 10M
3541,marg1253,GB409_9,1,Breen 1981:316,Example 60
3542,marg1253,GB409_10,1,Breen 1981:307,Example 10M
3543,marg1253,GB409_11,1,Breen 1981:308,Example 23M
3544,marg1253,GB409_12,1,Breen 1981:307,Example 10M
3545,marg1253,GB409_13,1,Breen 1981:308,Example 23M
3546,marg1253,GB409_14,1,Breen 1981:307,Example 10M
3547,marg1253,GB409_15,1,Breen 1981:337,Example 217
3548,marg1253,GB409_16,1,,
3549,marg1253,GB409_17,1,,
3550,marg1253,GB409_18,1,Breen 1981:307,Example 10M
3551,marg1253,GB409_19,?,,
3552,marg1253,GB409_20,1,Breen 1981:307,Example 10M
3553,marg1253,GB409_21,?,,
3554,marg1253,GB409_22,0,,
3555,marg1253,GB409_23,0,,
3556,marg1253,GB409_24,1,Breen 1981:307,
3557,mari1416,GB409_1,1,Kanshouwa 2016:100-101,
3558,mari1416,GB409_2,1,Kanshouwa 2016:100,Example 54
3559,mari1416,GB409_3,1,Kanshouwa 2016:317,Example 101
3560,mari1416,GB409_4,1,Kanshouwa 2016:104,Example 75
3561,mari1416,GB409_5,1,Kanshouwa 2016:100,Example 55
3562,mari1416,GB409_6,1,Kanshouwa 2016:102,Example 65
3563,mari1416,GB409_7,1,Kanshouwa 2016:101,Example 59
3564,mari1416,GB409_8,1,Kanshouwa 2016:101,Example 59
3565,mari1416,GB409_9,1,Kanshouwa 2016:102,Example 65
3566,mari1416,GB409_10,1,Kanshouwa 2016:101,Example 59
3567,mari1416,GB409_11,1,Kanshouwa 2016:145,Example 250
3568,mari1416,GB409_12,1,Kanshouwa 2016:101,Example 59
3569,mari1416,GB409_13,1,Kanshouwa 2016:254,"Example 170, 172"
3570,mari1416,GB409_14,1,Kanshouwa 2016:101,Example 59
